Site,Species,Treatment,Chamber,Date,Temp_u,Temp_sd,O2flux,Sensor,Depth_Start,Depth_End,pH,DO,Sal,Turb,Pres,A_Above_Bio,A_TSC,U_Leaf_Area,sd_Leaf_Area,ABR_Bio,Photoperiod_hours,rate_mg,rate,rate_hour,A_Above_Bio_m2,Cham_LA,m2_LA,A_Bio_rate_hour,LA_rate_hour,u_Light_Middle
Guinea Marsh,Rm,Dark,18,6/20/2022,22.50318182,0.101154182,-0.000964744,16,75,129,8.005,8.08,18.975,0.945,767.1,0.325,84,1.102,0.347855471,1.01793722,14.72972222,-0.208235091,-0.006507347,-0.390440796,10.15625,89.262,2789.4375,-0.038443401,-0.004374099,175.8185702
Guinea Marsh,Rm,Dark,18,7/5/2022,27.02913636,0.098686184,-0.004458334,10,81,123,7.99,7.1,20.025,1.56,763.85,0.303,70,1.0668,0.315562808,0.644680851,14.64472222,-0.962309015,-0.030072157,-1.804329404,9.46875,74.676,2333.625,-0.190556241,-0.024162106,124.1463498
Guinea Marsh,Rm,Dark,18,8/18/2022,25.0401,0.157601748,-0.003788074,10,102,118,8.01,6.735,22.435,2.17,761.3,0.266,76,1.3176,0.198753544,1.414893617,13.5025,-0.81763673,-0.025551148,-1.533068869,8.3125,100.1376,3129.3,-0.184429338,-0.015309623,NA
Guinea Marsh,Rm,Dark,19,5/23/2022,23.50415455,0.069128545,-0.001424706,10,96,126,NA,8.5,17.385,0.875,766.05,0.516,99,2.036,1.009990099,0.742446043,14.37166667,-0.307515696,-0.009609866,-0.576591931,16.125,201.564,6298.875,-0.035757639,-0.00286059,48.48812047
Guinea Marsh,Rm,Dark,19,6/6/2022,23.52699091,0.215608994,-0.001276416,17,111,134,8.46,8.615,16.445,0.805,763.5,0.393,65,1.3872,0.276752391,0.474637681,14.63,-0.275507912,-0.008609622,-0.516577335,12.28125,90.168,2817.75,-0.042062277,-0.005729054,187.9100355
Guinea Marsh,Rm,Dark,19,6/20/2022,22.51416364,0.151668187,-0.001472254,1,91,125,8.005,8.08,18.975,0.945,767.1,0.102,37,1.2676,0.430089825,0.772727273,14.72972222,-0.317778732,-0.009930585,-0.595835122,3.1875,46.9012,1465.6625,-0.186928666,-0.012704049,175.8185702
Guinea Marsh,Rm,Dark,19,7/19/2022,27.96,0.167885938,-0.005731707,11,84,100,8.035,7.14,21.025,2.42,758.6,0.619,50,1.922266667,0.553109065,2.206030151,14.40027778,-1.237160239,-0.038661257,-2.319675448,19.34375,88.42426667,2763.258333,-0.119918602,-0.026233471,138.2744228
Guinea Marsh,Rm,Dark,20,5/23/2022,23.48661818,0.066394288,-0.001381755,2,101,111,NA,8.5,17.385,0.875,766.05,0.236,29,5.168,8.187632136,0.676691729,14.37166667,-0.298244914,-0.009320154,-0.559209215,7.375,134.368,4199,-0.075824978,-0.004161774,48.48812047
Guinea Marsh,Rm,Dark,22,9/19/2022,25.9832,0.098172737,-0.001835001,5,86,108,8.3,7.865,23.325,8.805,761.65,0.258,52,0.954,0.162271378,0.507874016,12.28638889,-0.396075884,-0.012377371,-0.742642283,8.0625,49.608,1550.25,-0.092110671,-0.014970212,124.5938238
Guinea Marsh,Rm,Dark,25,9/5/2022,27.70800909,0.11762719,-0.001513344,18,84,115,8.19,6.97,21.665,4.2,763.45,0.59,43,1.922,0.429711531,1.679324895,12.83333333,-0.326647628,-0.010207738,-0.612464303,18.4375,69.192,2162.25,-0.033218403,-0.008851664,201.5242263
Guinea Marsh,Rm,Light,1,9/5/2022,27.81660909,0.079613297,0.033159456,2,81,105,8.19,6.97,21.665,4.2,763.45,0.628,51,1.978,0.430986907,0.676348548,12.83333333,7.157302839,0.223665714,13.41994282,19.625,90.988,2843.375,0.683818743,0.147491349,201.5242263
Guinea Marsh,Rm,Light,10,5/23/2022,23.79774545,0.102259289,0.012325759,19,101,111,NA,8.5,17.385,0.875,766.05,0.468,53,1.92,0.502593275,0.662707838,14.37166667,2.660453434,0.08313917,4.988350189,14.625,94.08,2940,0.341083774,0.05302243,48.48812047
Guinea Marsh,Rm,Light,10,6/6/2022,23.98583636,0.225536243,0.011700714,14,111,134,8.46,8.615,16.445,0.805,763.5,0.192,37,1.455066667,0.333506793,0.657534247,14.63,2.52554059,0.078923143,4.735388606,6,53.83746667,1682.420833,0.789231434,0.087957122,187.9100355
Guinea Marsh,Rm,Light,10,9/5/2022,27.88656364,0.124677678,0.023719829,15,84,115,8.19,6.97,21.665,4.2,763.45,0.223,49,1.117333333,0.334912071,0.214836224,12.83333333,5.119806561,0.159993955,9.599637302,6.96875,54.74933333,1710.916667,1.377526429,0.175337976,201.5242263
Guinea Marsh,Rm,Light,11,8/18/2022,25.31492727,0.135529794,0.037345279,4,101,119,8.01,6.735,22.435,2.17,761.3,0.681,90,2.5996,0.330065102,1.107317073,13.5025,8.060791681,0.25189974,15.1139844,21.28125,233.964,7311.375,0.71020191,0.064599615,NA
Guinea Marsh,Rm,Light,21,6/6/2022,24.02159091,0.275253054,0.015774379,5,111,134,8.46,8.615,16.445,0.805,763.5,0.553,65,1.8168,0.48154976,0.452166803,14.63,3.404820884,0.106400653,6.384039158,17.28125,118.092,3690.375,0.369419987,0.054059878,187.9100355
Guinea Marsh,Rm,Light,21,6/20/2022,23.18845455,0.104699275,0.014073608,20,75,129,8.005,8.08,18.975,0.945,767.1,0.645,134,1.210266667,0.165176731,0.684713376,14.72972222,3.037717925,0.094928685,5.695721109,20.15625,162.1757333,5067.991667,0.282578412,0.035120674,175.8185702
Guinea Marsh,Rm,Light,21,7/5/2022,27.06777273,0.158188986,0.013076823,13,90,126,7.99,7.1,20.025,1.56,763.85,0.146,64,0.454133333,0.025983145,0.605809129,14.64472222,2.822566804,0.088205213,5.292312758,4.5625,29.06453333,908.2666667,1.159958961,0.182088344,124.1463498
Guinea Marsh,Rm,Light,3,6/6/2022,24.09429091,0.270184047,0.008757904,3,111,134,8.46,8.615,16.445,0.805,763.5,0.385,48,1.4284,0.468210087,0.351919561,14.63,1.890349685,0.059073428,3.544405659,12.03125,68.5632,2142.6,0.294599951,0.051695453,187.9100355
Guinea Marsh,Rm,Light,3,8/5/2022,28.78673636,0.245189823,0.020993105,13,84,103,8.13,7.055,19.88,1.855,765.9,0.254,49,1.538666667,0.422541742,1.170506912,13.93777778,4.531256774,0.141601774,8.496106452,7.9375,75.39466667,2356.083333,1.070375616,0.112688428,344.7169465
Guinea Marsh,Rm,Light,3,8/18/2022,25.33436364,0.153776421,0.018160049,2,102,118,8.01,6.735,22.435,2.17,761.3,0.276,12,1.490666667,0.148248183,1.095238095,13.5025,3.919755795,0.122492369,7.349542116,8.625,17.888,559,0.852120825,0.410864385,NA
Guinea Marsh,Rm,Light,3,9/19/2022,26.10545455,0.1409333,0.023085076,1,74,94,8.3,7.865,23.325,8.805,761.65,0.511,65,1.080533333,0.481557869,0.549593496,12.28638889,4.982798241,0.155712445,9.342746702,15.96875,65.91253333,2059.766667,0.585064373,0.141744616,124.5938238
Guinea Marsh,Rm,Light,4,7/5/2022,27.14256364,0.117940237,0.020263997,19,84,122,7.99,7.1,20.025,1.56,763.85,0.46,87,1.758533333,0.216204224,0.942622951,14.64472222,4.373882349,0.136683823,8.201029405,14.375,152.9924,4781.0125,0.570506393,0.053604162,124.1463498
Guinea Marsh,Rm,Light,4,7/19/2022,28.15402727,0.229134329,0.013324517,15,84,100,8.035,7.14,21.025,2.42,758.6,0.695,43,2.4684,0.517431679,2.385321101,14.40027778,2.87603041,0.08987595,5.39255702,21.71875,106.1412,3316.9125,0.248290395,0.050805503,138.2744228
Guinea Marsh,Rm,Light,4,8/18/2022,25.34625455,0.113873295,0.017432299,11,106,121,8.01,6.735,22.435,2.17,761.3,0.269,76,1.288533333,0.399634452,0.864951768,13.5025,3.762674632,0.117583582,7.055014936,8.40625,97.92853333,3060.266667,0.839258282,0.072042485,NA
Guinea Marsh,Rm,Light,5,6/20/2022,23.14448182,0.133780508,0.01550884,19,79,129,8.005,8.08,18.975,0.945,767.1,0.391,86,1.3828,0.31229272,0.681184669,14.72972222,3.347505551,0.104609548,6.276572908,12.21875,118.9208,3716.275,0.513683716,0.052779437,175.8185702
Guinea Marsh,Rm,Light,5,7/5/2022,27.2325,0.121592397,0.019831227,18,81,123,7.99,7.1,20.025,1.56,763.85,0.951,119,1.187333333,0.486416439,1.949640288,14.64472222,4.280471114,0.133764722,8.025883339,29.71875,141.2926667,4415.395833,0.270061269,0.056803255,124.1463498
Guinea Marsh,Rm,Light,5,8/5/2022,28.94656364,0.273873691,0.023577273,19,59,94,8.13,7.055,19.88,1.855,765.9,0.22,46,1.5788,0.183093731,1.083743842,13.93777778,5.089036398,0.159032387,9.541943246,6.875,72.6248,2269.525,1.387919018,0.131386844,344.7169465
Guinea Marsh,Rm,Light,6,5/23/2022,23.91754545,0.1332764,0.01756363,5,96,126,NA,8.5,17.385,0.875,766.05,0.803,94,2.16,0.435660418,0.616743472,14.37166667,3.791021657,0.118469427,7.108165606,25.09375,203.04,6345,0.283264383,0.035008696,48.48812047
Guinea Marsh,Rm,Light,6,6/20/2022,23.04740909,0.153192168,0.008491681,4,91,125,8.005,8.08,18.975,0.945,767.1,0.206,56,1.2192,0.290651288,0.847736626,14.72972222,1.832886822,0.057277713,3.436662792,6.4375,68.2752,2133.6,0.533850531,0.050335448,175.8185702
Guinea Marsh,Rm,Light,6,8/5/2022,29.07316364,0.283083984,0.045725839,17,62,111,8.13,7.055,19.88,1.855,765.9,1.292,113,1.658133333,0.396203026,1.778350515,13.93777778,9.869693754,0.30842793,18.50567579,40.375,179.0784,5596.2,0.458344911,0.103338403,344.7169465
Guinea Marsh,Rm,Light,6,9/19/2022,25.8425,0.114912472,0.021825925,2,84,101,8.3,7.865,23.325,8.805,761.65,0.268,53,0.950933333,0.358324567,0.285140562,12.28638889,4.711016701,0.147219272,8.833156314,8.375,38.98826667,1218.383333,1.054705232,0.226559349,124.5938238
Guinea Marsh,Rm,Light,7,5/23/2022,23.8946,0.114286394,0.002375882,1,96,118,NA,8.5,17.385,0.875,766.05,0.674,16,1.824,0.753047143,1.521444695,14.37166667,0.512822321,0.016025698,0.961541853,21.0625,29.184,912,0.045651839,0.032947569,48.48812047
Guinea Marsh,Rm,Light,9,7/19/2022,28.3982,0.255022748,0.020548544,13,73,102,8.035,7.14,21.025,2.42,758.6,0.54,76,2.053466667,0.3215991,1.015037594,14.40027778,4.435300544,0.138603142,8.316188519,16.875,156.0634667,4876.983333,0.492811172,0.053287222,138.2744228
Guinea Marsh,Rm,Light,9,9/5/2022,27.88717273,0.15625948,0.026031942,4,83,124,8.19,6.97,21.665,4.2,763.45,0.392,92,1.0856,0.254039592,0.404958678,12.83333333,5.618864584,0.175589518,10.53537109,12.25,99.8752,3121.1,0.860030293,0.105485357,201.5242263
Guinea Marsh,Rm,Light,9,9/19/2022,26.05733636,0.066254483,0.011032174,10,86,108,8.3,7.865,23.325,8.805,761.65,0.328,18,1.048875,0.105845091,0.388809182,12.28638889,2.381239563,0.074413736,4.464824181,10.25,18.87975,589.9921875,0.435592603,0.236487463,124.5938238
Guinea Marsh,Sediment,Dark,1,7/5/2022,27.29095455,0.171592936,-0.000830665,6,95,122,7.99,7.1,20.025,1.56,763.85,0,0,0,NA,NA,14.64472222,-0.179294836,-0.005602964,-0.336177818,NA,NA,NA,-0.336177818,-0.336177818,124.1463498
Guinea Marsh,Sediment,Dark,11,8/18/2022,25.354,0.07651339,-0.004903656,13,106,130,8.01,6.735,22.435,2.17,761.3,0,0,0,NA,NA,13.5025,-1.058429629,-0.033075926,-1.984555555,NA,NA,NA,-1.984555555,-1.984555555,NA
Guinea Marsh,Sediment,Dark,11,9/19/2022,25.91455455,0.170332303,-0.000878597,7,74,94,8.3,7.865,23.325,8.805,761.65,0,0,0,NA,NA,12.28638889,-0.189640683,-0.005926271,-0.355576281,NA,NA,NA,-0.355576281,-0.355576281,124.5938238
Guinea Marsh,Sediment,Dark,12,5/23/2022,23.60852727,0.120622826,-0.000737917,4,91,110,NA,8.5,17.385,0.875,766.05,0,0,0,NA,NA,14.37166667,-0.159275768,-0.004977368,-0.298642064,NA,NA,NA,-0.298642064,-0.298642064,48.48812047
Guinea Marsh,Sediment,Dark,12,6/6/2022,24.12705682,0.217541242,-0.000346927,8,123,139,8.46,8.615,16.445,0.805,763.5,0,0,0,NA,NA,14.63,-0.074882544,-0.00234008,-0.14040477,NA,NA,NA,-0.14040477,-0.14040477,187.9100355
Guinea Marsh,Sediment,Dark,14,7/19/2022,28.52675,0.170210272,-0.005894385,5,81,111,8.035,7.14,21.025,2.42,758.6,0,0,0,NA,NA,14.40027778,-1.272273445,-0.039758545,-2.385512709,NA,NA,NA,-2.385512709,-2.385512709,138.2744228
Guinea Marsh,Sediment,Dark,14,8/5/2022,29.38870909,0.220495578,-0.002705976,3,62,111,8.13,7.055,19.88,1.855,765.9,0,0,0,NA,NA,13.93777778,-0.584071354,-0.01825223,-1.095133789,NA,NA,NA,-1.095133789,-1.095133789,344.7169465
Guinea Marsh,Sediment,Dark,15,6/6/2022,24.056,0.230042375,-0.000455061,12,123,139,8.46,8.615,16.445,0.805,763.5,0,0,0,NA,NA,14.63,-0.098222689,-0.003069459,-0.184167541,NA,NA,NA,-0.184167541,-0.184167541,187.9100355
Guinea Marsh,Sediment,Dark,15,6/20/2022,22.67637273,0.175086393,-0.000777871,11,100,135,8.005,8.08,18.975,0.945,767.1,0,0,0,NA,NA,14.72972222,-0.167899625,-0.005246863,-0.314811796,NA,NA,NA,-0.314811796,-0.314811796,175.8185702
Guinea Marsh,Sediment,Dark,15,8/5/2022,29.25425455,0.184603191,-0.003564001,8,84,103,8.13,7.055,19.88,1.855,765.9,0,0,0,NA,NA,13.93777778,-0.769271801,-0.024039744,-1.442384627,NA,NA,NA,-1.442384627,-1.442384627,344.7169465
Guinea Marsh,Sediment,Dark,15,8/18/2022,25.34461039,0.094654796,-0.006543162,16,112,135,8.01,6.735,22.435,2.17,761.3,0,0,0,NA,NA,13.5025,-1.41230875,-0.044134648,-2.648078906,NA,NA,NA,-2.648078906,-2.648078906,NA
Guinea Marsh,Sediment,Dark,16,6/20/2022,22.73987619,0.185084269,-0.000453631,12,95,135,8.005,8.08,18.975,0.945,767.1,0,0,0,NA,NA,14.72972222,-0.097913929,-0.00305981,-0.183588617,NA,NA,NA,-0.183588617,-0.183588617,175.8185702
Guinea Marsh,Sediment,Dark,16,7/19/2022,28.38330928,0.160233317,-0.000448267,17,92,114,8.035,7.14,21.025,2.42,758.6,0.31,6,0,NA,0.514950166,14.40027778,-0.096756279,-0.003023634,-0.181418023,9.6875,NA,NA,-0.018727022,-0.181418023,138.2744228
Guinea Marsh,Sediment,Dark,16,9/5/2022,27.97905455,0.132713656,0,20,86,111,8.19,6.97,21.665,4.2,763.45,0,0,0,NA,NA,12.83333333,0,0,0,NA,NA,NA,0,0,201.5242263
Guinea Marsh,Sediment,Dark,17,5/23/2022,23.50952564,0.069390243,-0.000806766,14,92,111,NA,8.5,17.385,0.875,766.05,0,0,0,NA,NA,14.37166667,-0.174136428,-0.005441763,-0.326505802,NA,NA,NA,-0.326505802,-0.326505802,48.48812047
Guinea Marsh,Sediment,Dark,17,7/5/2022,27.30823636,0.164363489,-0.00119051,14,90,123,7.99,7.1,20.025,1.56,763.85,0,0,0,NA,NA,14.64472222,-0.256965731,-0.008030179,-0.481810745,NA,NA,NA,-0.481810745,-0.481810745,124.1463498
Guinea Marsh,Sediment,Dark,17,8/5/2022,29.29643636,0.218186627,-0.00673264,14,59,94,8.13,7.055,19.88,1.855,765.9,0,0,0,NA,NA,13.93777778,-1.453206647,-0.045412708,-2.724762463,NA,NA,NA,-2.724762463,-2.724762463,344.7169465
Guinea Marsh,Sediment,Dark,17,8/18/2022,25.37992857,0.085380338,-0.002295193,6,110,132,8.01,6.735,22.435,2.17,761.3,0,0,0,NA,NA,13.5025,-0.495405838,-0.015481432,-0.928885946,NA,NA,NA,-0.928885946,-0.928885946,NA
Guinea Marsh,Sediment,Dark,17,9/5/2022,27.94814773,0.149856218,0,14,92,117,8.19,6.97,21.665,4.2,763.45,0,0,0,NA,NA,12.83333333,0,0,0,NA,NA,NA,0,0,201.5242263
Guinea Marsh,Sediment,Dark,17,9/19/2022,25.92263636,0.094149961,-0.002270862,19,86,108,8.3,7.865,23.325,8.805,761.65,0,0,0,NA,NA,12.28638889,-0.490154246,-0.01531732,-0.919039211,NA,NA,NA,-0.919039211,-0.919039211,124.5938238
Guinea Marsh,Sediment,Dark,18,6/6/2022,23.99989011,0.199220618,0,13,123,139,8.46,8.615,16.445,0.805,763.5,0,0,0,NA,NA,14.63,0,0,0,NA,NA,NA,0,0,187.9100355
Guinea Marsh,Sediment,Dark,18,7/19/2022,28.58107216,0.154711644,-0.003341675,10,83,108,8.035,7.14,21.025,2.42,758.6,0,0,0,NA,NA,14.40027778,-0.721283808,-0.022540119,-1.35240714,NA,NA,NA,-1.35240714,-1.35240714,138.2744228
Guinea Marsh,Sediment,Dark,18,9/5/2022,28.03508333,0.140599144,0,3,92,124,8.19,6.97,21.665,4.2,763.45,0,0,0,NA,NA,12.83333333,0,0,0,NA,NA,NA,0,0,201.5242263
Guinea Marsh,Sediment,Dark,18,9/19/2022,25.69635,0.118356798,0,11,84,101,8.3,7.865,23.325,8.805,761.65,0,0,0,NA,NA,12.28638889,0,0,0,NA,NA,NA,0,0,124.5938238
Guinea Marsh,Sediment,Dark,19,7/5/2022,27.3074,0.13838838,-0.001998899,1,103,126,7.99,7.1,20.025,1.56,763.85,0,0,0,NA,NA,14.64472222,-0.431452435,-0.013482889,-0.808973315,NA,NA,NA,-0.808973315,-0.808973315,124.1463498
Guinea Marsh,Sediment,Dark,20,6/20/2022,22.68868132,0.106266633,-0.001577105,2,101,130,8.005,8.08,18.975,0.945,767.1,0,0,0,NA,NA,14.72972222,-0.34041017,-0.010637818,-0.63826907,NA,NA,NA,-0.63826907,-0.63826907,175.8185702
Guinea Marsh,Sediment,Dark,3,5/23/2022,23.62264545,0.126595693,-0.00067851,12,91,110,NA,8.5,17.385,0.875,766.05,0,0,0,NA,NA,14.37166667,-0.146452911,-0.004576653,-0.274599209,NA,NA,NA,-0.274599209,-0.274599209,48.48812047
Guinea Marsh,Sediment,Light,1,6/20/2022,23.2806413,0.099540878,0.000512341,18,101,130,8.005,8.08,18.975,0.945,767.1,0,0,0,NA,NA,14.72972222,0.110586284,0.003455821,0.207349283,NA,NA,NA,0.207349283,0.207349283,175.8185702
Guinea Marsh,Sediment,Light,1,7/19/2022,28.93526596,0.1467948,0.013346666,3,83,108,8.035,7.14,21.025,2.42,758.6,0,0,0,NA,NA,14.40027778,2.880811169,0.090025349,5.401520942,NA,NA,NA,5.401520942,5.401520942,138.2744228
Guinea Marsh,Sediment,Light,1,8/5/2022,29.67286364,0.220740517,0.010847318,5,62,111,8.13,7.055,19.88,1.855,765.9,0,0,0,NA,NA,13.93777778,2.341339363,0.073166855,4.390011306,NA,NA,NA,4.390011306,4.390011306,344.7169465
Guinea Marsh,Sediment,Light,10,8/5/2022,29.53689091,0.219371134,0.017709085,4,59,94,8.13,7.055,19.88,1.855,765.9,0,0,0,NA,NA,13.93777778,3.822417492,0.119450547,7.167032798,NA,NA,NA,7.167032798,7.167032798,344.7169465
Guinea Marsh,Sediment,Light,10,9/19/2022,26.07937273,0.073035728,0.006071181,4,86,108,8.3,7.865,23.325,8.805,761.65,0,0,0,NA,NA,12.28638889,1.310434152,0.040951067,2.457064035,NA,NA,NA,2.457064035,2.457064035,124.5938238
Guinea Marsh,Sediment,Light,19,6/20/2022,23.19596364,0.15506228,0.003682799,13,100,135,8.005,8.08,18.975,0.945,767.1,0,0,0,NA,NA,14.72972222,0.794913823,0.024841057,1.490463418,NA,NA,NA,1.490463418,1.490463418,175.8185702
Guinea Marsh,Sediment,Light,2,5/23/2022,23.85402564,0.085434561,0.004690549,13,92,111,NA,8.5,17.385,0.875,766.05,0,0,0,NA,NA,14.37166667,1.012431572,0.031638487,1.898309198,NA,NA,NA,1.898309198,1.898309198,48.48812047
Guinea Marsh,Sediment,Light,21,8/5/2022,29.43795455,0.228936688,0.013193489,1,84,103,8.13,7.055,19.88,1.855,765.9,0,0,0,NA,NA,13.93777778,2.847748648,0.088992145,5.339528715,NA,NA,NA,5.339528715,5.339528715,344.7169465
Guinea Marsh,Sediment,Light,24,8/18/2022,25.82967901,0.181902984,0.017634383,18,110,132,8.01,6.735,22.435,2.17,761.3,0,0,0,NA,NA,13.5025,3.806293324,0.118946666,7.136799983,NA,NA,NA,7.136799983,7.136799983,NA
Guinea Marsh,Sediment,Light,24,9/5/2022,28.10936667,0.133820981,0.002494628,16,92,117,8.19,6.97,21.665,4.2,763.45,0,0,0,NA,NA,12.83333333,0.538452909,0.016826653,1.009599204,NA,NA,NA,1.009599204,1.009599204,201.5242263
Guinea Marsh,Sediment,Light,4,5/23/2022,24.04238182,0.11883849,0.004378877,9,91,110,NA,8.5,17.385,0.875,766.05,0,0,0,NA,NA,14.37166667,0.94515873,0.02953621,1.772172618,NA,NA,NA,1.772172618,1.772172618,48.48812047
Guinea Marsh,Sediment,Light,4,6/6/2022,24.45328235,0.14227092,0.007749684,11,123,139,8.46,8.615,16.445,0.805,763.5,0,0,0,NA,NA,14.63,1.672730546,0.05227283,3.136369774,NA,NA,NA,3.136369774,3.136369774,187.9100355
Guinea Marsh,Sediment,Light,4,6/20/2022,23.43665714,0.112927634,0.003041074,10,95,135,8.005,8.08,18.975,0.945,767.1,0,0,0,NA,NA,14.72972222,0.656400528,0.020512516,1.23075099,NA,NA,NA,1.23075099,1.23075099,175.8185702
Guinea Marsh,Sediment,Light,4,9/5/2022,28.11949495,0.130656691,0.00934545,8,92,124,8.19,6.97,21.665,4.2,763.45,0,0,0,NA,NA,12.83333333,2.017168675,0.063036521,3.782191266,NA,NA,NA,3.782191266,3.782191266,201.5242263
Guinea Marsh,Sediment,Light,4,9/19/2022,25.82527273,0.152026851,0.004272576,9,84,101,8.3,7.865,23.325,8.805,761.65,0,0,0,NA,NA,12.28638889,0.922214193,0.028819194,1.729151611,NA,NA,NA,1.729151611,1.729151611,124.5938238
Guinea Marsh,Sediment,Light,5,5/23/2022,23.92355455,0.112033054,0.002213974,6,91,110,NA,8.5,17.385,0.875,766.05,0,0,0,NA,NA,14.37166667,0.477875302,0.014933603,0.896016191,NA,NA,NA,0.896016191,0.896016191,48.48812047
Guinea Marsh,Sediment,Light,5,7/19/2022,28.60177419,0.160837018,-0.000371598,20,92,114,8.035,7.14,21.025,2.42,758.6,0,0,0,NA,NA,14.40027778,-0.080207499,-0.002506484,-0.150389061,NA,NA,NA,-0.150389061,-0.150389061,138.2744228
Guinea Marsh,Sediment,Light,6,6/6/2022,24.51828889,0.140409373,0.004642001,20,123,139,8.46,8.615,16.445,0.805,763.5,0,0,0,NA,NA,14.63,1.00195262,0.031311019,1.878661162,NA,NA,NA,1.878661162,1.878661162,187.9100355
Guinea Marsh,Sediment,Light,6,7/5/2022,27.38027551,0.158154223,0.003297649,11,103,126,7.99,7.1,20.025,1.56,763.85,0,0,0,NA,NA,14.64472222,0.711780964,0.022243155,1.334589308,NA,NA,NA,1.334589308,1.334589308,124.1463498
Guinea Marsh,Sediment,Light,6,8/18/2022,25.57764444,0.16292573,0.012376279,12,106,130,8.01,6.735,22.435,2.17,761.3,0,0,0,NA,NA,13.5025,2.671357944,0.083479936,5.008796145,NA,NA,NA,5.008796145,5.008796145,NA
Guinea Marsh,Sediment,Light,6,9/5/2022,27.9532931,0.112798067,0.011633552,11,86,105,8.19,6.97,21.665,4.2,763.45,0,0,0,NA,NA,12.83333333,2.511044071,0.078470127,4.708207634,NA,NA,NA,4.708207634,4.708207634,201.5242263
Guinea Marsh,Sediment,Light,7,7/19/2022,28.79657895,0.141124178,0.008677398,4,81,111,8.035,7.14,21.025,2.42,758.6,0,0,0,NA,NA,14.40027778,1.872973022,0.058530407,3.511824417,NA,NA,NA,3.511824417,3.511824417,138.2744228
Guinea Marsh,Sediment,Light,7,8/18/2022,25.65579487,0.140660627,0.011022141,7,112,135,8.01,6.735,22.435,2.17,761.3,0,0,0,NA,NA,13.5025,2.379074007,0.074346063,4.460763764,NA,NA,NA,4.460763764,4.460763764,NA
Guinea Marsh,Sediment,Light,7,9/19/2022,26.05112727,0.158579712,0.005271893,13,74,94,8.3,7.865,23.325,8.805,761.65,0,0,0,NA,NA,12.28638889,1.137911827,0.035559745,2.133584677,NA,NA,NA,2.133584677,2.133584677,124.5938238
Guinea Marsh,Sediment,Light,8,7/5/2022,27.57535455,0.170179699,0.003058776,17,90,123,7.99,7.1,20.025,1.56,763.85,0,0,0,NA,NA,14.64472222,0.660221509,0.020631922,1.23791533,NA,NA,NA,1.23791533,1.23791533,124.1463498
Guinea Marsh,Sediment,Light,9,7/5/2022,27.53336364,0.167339447,0.001572419,4,95,122,7.99,7.1,20.025,1.56,763.85,0,0,0,NA,NA,14.64472222,0.339398836,0.010606214,0.636372817,NA,NA,NA,0.636372817,0.636372817,124.1463498
Guinea Marsh,Zm,Dark,11,5/23/2022,23.51847674,0.057625306,-0.002161609,18,101,111,NA,8.5,17.385,0.875,766.05,1.48,47,16.536,3.936429855,1.064860427,14.37166667,-0.466572436,-0.014580389,-0.874823317,46.25,297.648,9301.5,-0.018915099,-0.00293912,48.48812047
Guinea Marsh,Zm,Dark,11,7/19/2022,27.97490909,0.179452252,-0.01582949,14,84,100,8.035,7.14,21.025,2.42,758.6,3.183,43,1.927066667,0.336729537,1.41047836,14.40027778,-3.416716177,-0.106772381,-6.406342832,99.46875,63.5932,1987.2875,-0.064405583,-0.100739432,138.2744228
Guinea Marsh,Zm,Dark,12,6/20/2022,22.45183636,0.129861996,-0.007258115,5,75,129,8.005,8.08,18.975,0.945,767.1,2.592,18,23.15573333,2.605265862,1.52920354,14.72972222,-1.56662781,-0.048957119,-2.937427144,81,416.8032,13025.1,-0.036264533,-0.007047516,175.8185702
Guinea Marsh,Zm,Dark,12,8/18/2022,25.09428182,0.107606583,-0.023939076,8,106,121,8.01,6.735,22.435,2.17,761.3,2.048,38,10.00986667,4.163462122,0.736403191,13.5025,-5.167129932,-0.16147281,-9.688368623,64,340.3354667,10635.48333,-0.15138076,-0.028467114,NA
Guinea Marsh,Zm,Dark,12,9/5/2022,27.71357576,0.092854625,-0.008843455,10,83,124,8.19,6.97,21.665,4.2,763.45,0,0,0,NA,NA,12.83333333,-1.908815572,-0.059650487,-3.579029197,NA,NA,NA,-3.579029197,-3.579029197,201.5242263
Guinea Marsh,Zm,Dark,13,6/6/2022,23.2505,0.243583934,-0.00394538,4,117,147,8.46,8.615,16.445,0.805,763.5,1.834,21,15.84933333,3.691820044,1.183989671,14.63,-0.851590473,-0.026612202,-1.596732138,57.3125,332.836,10401.125,-0.027860103,-0.004797354,187.9100355
Guinea Marsh,Zm,Dark,13,6/20/2022,22.44651818,0.12806483,-0.009832178,17,79,129,8.005,8.08,18.975,0.945,767.1,2.411,53,1.349333333,0.378175067,0.999116217,14.72972222,-2.122226513,-0.066319579,-3.979174712,75.34375,37.78133333,1180.666667,-0.0528136,-0.105321183,175.8185702
Guinea Marsh,Zm,Dark,13,7/5/2022,27.00601818,0.110707813,-0.012647147,5,84,122,7.99,7.1,20.025,1.56,763.85,3.381,29,13.85813333,2.018846979,0.77492551,14.64472222,-2.729823522,-0.085306985,-5.118419104,105.65625,401.8858667,12558.93333,-0.048444073,-0.012736002,124.1463498
